what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393401456618
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393401457857
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393401461652
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393401462858
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393401481183
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1393401482269
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1393401482431
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1393401482690
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1393401482885
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1393401483054
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1393401483259
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1393401483476
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1393401483697
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393401484290
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393401486162
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1393401487776
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1393401498062
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1393401498278
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1393401498511
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393401501292
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1393401518827
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393401532633
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393401533392
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393401541322
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393401543404
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393401546977
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393401548064
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393401559144
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1393401572193
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393401576158
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393401576371
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393401579480
